Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210618|2810.00P,$SPX,"2,810.00",-33.64%,0.05,0.05,0.05,0.20,-0.10,-33.33%,3,309,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2820.00P,$SPX,"2,820.00",-33.41%,0.05,0.05,0.05,0.20,-0.15,-42.86%,2,567,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2825.00P,$SPX,"2,825.00",-33.29%,0.05,0.05,0.05,0.20,-0.10,-33.33%,1,"4,449",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2830.00P,$SPX,"2,830.00",-33.17%,0.05,0.05,0.05,0.25,-0.10,-28.57%,2,143,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2840.00P,$SPX,"2,840.00",-32.93%,0.05,0.05,0.05,0.25,0.07,+38.89%,3,680,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2850.00P,$SPX,"2,850.00",-32.70%,0.05,0.05,0.05,0.25,-0.10,-28.57%,3,"10,600",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2860.00P,$SPX,"2,860.00",-32.46%,0.05,0.05,0.05,0.25,0.05,+25.00%,3,425,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2870.00P,$SPX,"2,870.00",-32.23%,0.05,0.05,0.05,0.25,0.00,unch,2,200,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2875.00P,$SPX,"2,875.00",-32.11%,0.05,0.05,0.05,0.25,-0.05,-16.67%,1,"7,384",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2880.00P,$SPX,"2,880.00",-31.99%,0.05,0.05,0.05,0.25,-0.15,-37.50%,4,312,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2890.00P,$SPX,"2,890.00",-31.75%,0.05,0.05,0.05,0.25,-0.20,-44.44%,3,398,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2900.00P,$SPX,"2,900.00",-31.52%,0.05,0.05,0.05,0.02,-0.03,-60.00%,"2,500","31,564",0.08,102.59%,Put,4,06/18/21,"10:32 ET",12.18%,7.33%
$SPX|20210618|2910.00P,$SPX,"2,910.00",-31.28%,0.05,0.05,0.05,0.25,-0.20,-44.44%,3,347,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2920.00P,$SPX,"2,920.00",-31.05%,0.05,0.05,0.05,0.25,-0.20,-44.44%,2,892,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2925.00P,$SPX,"2,925.00",-30.93%,0.05,0.05,0.05,0.04,-0.26,-86.67%,"2,388","7,271",0.33,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|2930.00P,$SPX,"2,930.00",-30.81%,0.05,0.05,0.05,0.15,-0.15,-50.00%,2,351,0.01,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|2940.00P,$SPX,"2,940.00",-30.57%,0.05,0.05,0.05,0.10,-0.05,-33.33%,2,886,0.00,0.00%,Put,4,06/18/21,06/08/21,12.18%,7.33%
$SPX|20210618|2950.00P,$SPX,"2,950.00",-30.34%,0.05,0.05,0.05,0.10,-0.20,-66.67%,2,"9,561",0.00,0.00%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|2960.00P,$SPX,"2,960.00",-30.10%,0.05,0.05,0.05,0.05,-0.10,-66.67%,1,443,0.00,0.00%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|2970.00P,$SPX,"2,970.00",-29.86%,0.05,0.05,0.05,0.30,0.00,unch,2,475,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2975.00P,$SPX,"2,975.00",-29.75%,0.10,0.08,0.05,0.10,-0.20,-66.67%,"1,710","7,416",0.23,0.00%,Put,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|2980.00P,$SPX,"2,980.00",-29.63%,0.05,0.05,0.05,0.30,-0.25,-45.45%,2,343,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|2990.00P,$SPX,"2,990.00",-29.39%,0.05,0.05,0.05,0.05,-0.25,-83.33%,1,418,0.00,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|2995.00P,$SPX,"2,995.00",-29.27%,0.05,0.05,0.05,0.30,-0.25,-45.45%,1,974,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3000.00P,$SPX,"3,000.00",-29.16%,0.05,0.05,0.05,0.05,0.00,unch,6,"88,821",0.00,100.14%,Put,4,06/18/21,"11:25 ET",12.18%,7.33%
$SPX|20210618|3005.00P,$SPX,"3,005.00",-29.04%,0.05,0.05,0.05,0.10,-0.25,-71.43%,17,406,0.04,0.00%,Put,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3010.00P,$SPX,"3,010.00",-28.92%,0.05,0.05,0.05,0.15,-0.20,-57.14%,10,"1,064",0.01,0.00%,Put,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3015.00P,$SPX,"3,015.00",-28.80%,0.05,0.05,0.05,0.15,-0.20,-57.14%,10,391,0.03,0.00%,Put,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3020.00P,$SPX,"3,020.00",-28.68%,0.05,0.05,0.05,0.07,-0.09,-56.25%,200,502,0.40,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3025.00P,$SPX,"3,025.00",-28.57%,0.05,0.05,0.05,0.35,-0.25,-41.67%,2,"4,689",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3030.00P,$SPX,"3,030.00",-28.45%,0.05,0.05,0.05,0.35,-0.25,-41.67%,1,130,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3035.00P,$SPX,"3,035.00",-28.33%,0.05,0.05,0.05,0.35,-0.30,-46.15%,1,201,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3040.00P,$SPX,"3,040.00",-28.21%,0.05,0.05,0.05,0.35,-0.30,-46.15%,1,123,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3045.00P,$SPX,"3,045.00",-28.09%,0.05,0.05,0.05,0.35,-0.30,-46.15%,1,"1,097",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3050.00P,$SPX,"3,050.00",-27.98%,0.05,0.05,0.05,0.05,-0.10,-66.67%,163,"14,200",0.01,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3055.00P,$SPX,"3,055.00",-27.86%,0.05,0.05,0.05,0.40,-0.25,-38.46%,1,212,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3060.00P,$SPX,"3,060.00",-27.74%,0.05,0.05,0.05,0.21,-0.19,-47.50%,2,160,0.01,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|3065.00P,$SPX,"3,065.00",-27.62%,0.05,0.05,0.05,0.05,-0.35,-87.50%,160,784,0.20,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3070.00P,$SPX,"3,070.00",-27.50%,0.05,0.05,0.05,0.40,-0.25,-38.46%,1,176,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3075.00P,$SPX,"3,075.00",-27.38%,0.05,0.05,0.05,0.05,-0.10,-66.67%,160,"7,415",0.02,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3080.00P,$SPX,"3,080.00",-27.27%,0.05,0.05,0.05,0.40,-0.20,-33.33%,1,494,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3085.00P,$SPX,"3,085.00",-27.15%,0.05,0.05,0.05,0.40,-0.30,-42.86%,1,683,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3090.00P,$SPX,"3,090.00",-27.03%,0.05,0.05,0.05,0.40,-0.25,-38.46%,1,466,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3095.00P,$SPX,"3,095.00",-26.91%,0.05,0.05,0.05,0.40,-0.35,-46.67%,1,188,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3100.00P,$SPX,"3,100.00",-26.79%,0.05,0.05,0.05,0.05,0.00,unch,"5,439","34,937",0.16,91.17%,Put,4,06/18/21,"11:07 ET",12.18%,7.33%
$SPX|20210618|3105.00P,$SPX,"3,105.00",-26.68%,0.05,0.05,0.05,0.45,-0.20,-30.77%,1,243,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3110.00P,$SPX,"3,110.00",-26.56%,0.05,0.05,0.05,0.45,-0.30,-40.00%,1,158,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3115.00P,$SPX,"3,115.00",-26.44%,0.05,0.05,0.05,0.10,-0.35,-77.78%,7,207,0.03,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3120.00P,$SPX,"3,120.00",-26.32%,0.05,0.05,0.05,0.45,-0.30,-40.00%,1,376,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3125.00P,$SPX,"3,125.00",-26.20%,0.05,0.05,0.05,0.15,-0.30,-66.67%,300,"4,577",0.07,0.00%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|3130.00P,$SPX,"3,130.00",-26.09%,0.05,0.05,0.05,0.45,-0.35,-43.75%,1,162,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3135.00P,$SPX,"3,135.00",-25.97%,0.05,0.05,0.05,0.45,-0.35,-43.75%,1,427,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3140.00P,$SPX,"3,140.00",-25.85%,0.05,0.05,0.05,0.45,-0.25,-35.71%,1,449,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3145.00P,$SPX,"3,145.00",-25.73%,0.05,0.05,0.05,0.45,-0.25,-35.71%,1,567,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3150.00P,$SPX,"3,150.00",-25.61%,0.05,0.05,0.05,0.10,-0.40,-80.00%,202,"11,575",0.02,0.00%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|3155.00P,$SPX,"3,155.00",-25.50%,0.05,0.05,0.05,0.50,-0.35,-41.18%,1,167,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3160.00P,$SPX,"3,160.00",-25.38%,0.05,0.05,0.05,0.50,-0.35,-41.18%,1,308,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3165.00P,$SPX,"3,165.00",-25.26%,0.05,0.08,0.10,0.50,-0.20,-28.57%,1,442,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3170.00P,$SPX,"3,170.00",-25.14%,0.05,0.08,0.10,0.50,-0.35,-41.18%,1,222,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3175.00P,$SPX,"3,175.00",-25.02%,0.05,0.05,0.05,0.05,-0.16,-76.19%,201,"3,798",0.05,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3180.00P,$SPX,"3,180.00",-24.91%,0.05,0.08,0.10,0.50,-0.40,-44.44%,1,183,0.01,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3185.00P,$SPX,"3,185.00",-24.79%,0.05,0.08,0.10,0.50,-0.40,-44.44%,1,363,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3190.00P,$SPX,"3,190.00",-24.67%,0.05,0.08,0.10,0.55,-0.10,-15.38%,1,"1,288",0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3195.00P,$SPX,"3,195.00",-24.55%,0.05,0.05,0.05,0.25,-0.30,-54.55%,10,162,0.06,0.00%,Put,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3200.00P,$SPX,"3,200.00",-24.43%,0.05,0.05,0.05,0.05,-0.07,-58.33%,11,"24,709",0.00,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3205.00P,$SPX,"3,205.00",-24.31%,0.05,0.08,0.10,0.55,0.04,+7.84%,1,217,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3210.00P,$SPX,"3,210.00",-24.20%,0.05,0.08,0.10,0.35,-0.20,-36.36%,10,149,0.07,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|3215.00P,$SPX,"3,215.00",-24.08%,0.05,0.08,0.10,0.55,-0.30,-35.29%,1,691,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3220.00P,$SPX,"3,220.00",-23.96%,0.05,0.08,0.10,0.60,-0.35,-36.84%,1,243,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3225.00P,$SPX,"3,225.00",-23.84%,0.05,0.08,0.10,0.05,-0.05,-50.00%,10,"8,597",0.00,80.31%,Put,4,06/18/21,"10:16 ET",12.18%,7.33%
$SPX|20210618|3230.00P,$SPX,"3,230.00",-23.72%,0.05,0.08,0.10,0.10,-0.15,-60.00%,10,888,0.01,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3235.00P,$SPX,"3,235.00",-23.61%,0.05,0.08,0.10,0.60,-0.05,-7.69%,1,451,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3240.00P,$SPX,"3,240.00",-23.49%,0.05,0.08,0.10,0.60,-0.05,-7.69%,"1,356",797,1.70,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3245.00P,$SPX,"3,245.00",-23.37%,0.05,0.08,0.10,0.32,-0.28,-46.67%,"1,357",765,1.77,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|3250.00P,$SPX,"3,250.00",-23.25%,0.05,0.08,0.10,0.05,-0.02,-28.57%,501,"13,216",0.04,78.18%,Put,4,06/18/21,"10:36 ET",12.18%,7.33%
$SPX|20210618|3255.00P,$SPX,"3,255.00",-23.13%,0.05,0.08,0.10,0.10,-0.55,-84.62%,10,360,0.03,0.00%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3260.00P,$SPX,"3,260.00",-23.02%,0.05,0.08,0.10,0.40,-0.25,-38.46%,818,"2,170",0.38,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|3265.00P,$SPX,"3,265.00",-22.90%,0.05,0.08,0.10,0.65,-0.40,-38.10%,1,212,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3270.00P,$SPX,"3,270.00",-22.78%,0.05,0.08,0.10,0.38,-0.27,-41.54%,106,610,0.17,0.00%,Put,4,06/18/21,06/04/21,12.18%,7.33%
$SPX|20210618|3275.00P,$SPX,"3,275.00",-22.66%,0.05,0.08,0.10,0.30,-0.40,-57.14%,6,"4,407",0.00,0.00%,Put,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3280.00P,$SPX,"3,280.00",-22.54%,0.05,0.08,0.10,0.70,-0.30,-30.00%,1,824,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3285.00P,$SPX,"3,285.00",-22.43%,0.05,0.08,0.10,0.60,-0.50,-45.45%,117,326,0.36,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3290.00P,$SPX,"3,290.00",-22.31%,0.05,0.08,0.10,0.70,-0.30,-30.00%,1,476,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3295.00P,$SPX,"3,295.00",-22.19%,0.05,0.08,0.10,0.70,-0.35,-33.33%,1,534,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3300.00P,$SPX,"3,300.00",-22.07%,0.05,0.08,0.10,0.10,-0.02,-16.67%,1,"23,555",0.00,78.20%,Put,4,06/18/21,"11:23 ET",12.18%,7.33%
$SPX|20210618|3305.00P,$SPX,"3,305.00",-21.95%,0.05,0.08,0.10,0.75,-0.40,-34.78%,1,461,0.00,0.00%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3310.00P,$SPX,"3,310.00",-21.84%,0.05,0.08,0.10,0.34,-0.41,-54.67%,5,374,0.01,75.51%,Put,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3315.00P,$SPX,"3,315.00",-21.72%,0.05,0.08,0.10,0.75,-0.35,-31.82%,1,983,0.00,75.07%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3320.00P,$SPX,"3,320.00",-21.60%,0.05,0.08,0.10,0.75,-0.45,-37.50%,1,649,0.00,74.65%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3325.00P,$SPX,"3,325.00",-21.48%,0.05,0.08,0.10,0.05,-0.05,-50.00%,10,"8,621",0.00,71.87%,Put,4,06/18/21,"10:56 ET",12.18%,7.33%
$SPX|20210618|3330.00P,$SPX,"3,330.00",-21.36%,0.05,0.08,0.10,0.10,-0.65,-86.67%,10,794,0.01,73.79%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3335.00P,$SPX,"3,335.00",-21.24%,0.05,0.08,0.10,0.80,-0.45,-36.00%,1,544,0.00,73.36%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3340.00P,$SPX,"3,340.00",-21.13%,0.05,0.08,0.10,0.15,-0.65,-81.25%,25,"1,300",0.02,72.93%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3345.00P,$SPX,"3,345.00",-21.01%,0.05,0.08,0.10,0.14,-0.23,-62.16%,200,979,0.20,72.50%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3350.00P,$SPX,"3,350.00",-20.89%,0.05,0.08,0.10,0.10,-0.05,-33.33%,18,"34,742",0.00,73.82%,Put,4,06/18/21,"12:05 ET",12.18%,7.33%
$SPX|20210618|3355.00P,$SPX,"3,355.00",-20.77%,0.05,0.10,0.15,0.80,-0.50,-38.46%,1,266,0.00,73.39%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3360.00P,$SPX,"3,360.00",-20.65%,0.05,0.10,0.15,0.85,0.02,+2.41%,1,213,0.00,72.95%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3365.00P,$SPX,"3,365.00",-20.54%,0.05,0.10,0.15,0.10,-0.39,-79.59%,125,460,0.27,72.52%,Put,4,06/18/21,"10:46 ET",12.18%,7.33%
$SPX|20210618|3370.00P,$SPX,"3,370.00",-20.42%,0.05,0.10,0.15,0.10,-0.75,-88.24%,20,386,0.05,72.09%,Put,4,06/18/21,"10:46 ET",12.18%,7.33%
$SPX|20210618|3375.00P,$SPX,"3,375.00",-20.30%,0.05,0.08,0.10,0.10,-0.15,-60.00%,275,"9,792",0.03,71.65%,Put,4,06/18/21,"10:48 ET",12.18%,7.33%
$SPX|20210618|3380.00P,$SPX,"3,380.00",-20.18%,0.05,0.10,0.15,0.85,-0.50,-37.04%,3,"3,085",0.00,71.22%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3385.00P,$SPX,"3,385.00",-20.06%,0.05,0.10,0.15,0.90,-0.40,-30.77%,1,400,0.00,70.79%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3390.00P,$SPX,"3,390.00",-19.95%,0.05,0.10,0.15,0.10,-0.80,-88.89%,60,376,0.16,70.36%,Put,4,06/18/21,"10:22 ET",12.18%,7.33%
$SPX|20210618|3395.00P,$SPX,"3,395.00",-19.83%,0.05,0.10,0.15,0.90,-0.50,-35.71%,1,444,0.00,69.93%,Put,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3400.00P,$SPX,"3,400.00",-19.71%,0.05,0.08,0.10,0.15,0.05,+50.00%,"2,147","33,728",0.06,67.84%,Put,4,06/18/21,"11:26 ET",12.18%,7.33%
$SPX|20210618|3405.00P,$SPX,"3,405.00",-19.59%,0.05,0.10,0.15,0.20,-0.70,-77.78%,27,379,0.07,69.07%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3410.00P,$SPX,"3,410.00",-19.47%,0.05,0.10,0.15,0.10,-0.41,-80.39%,201,864,0.23,68.64%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3415.00P,$SPX,"3,415.00",-19.36%,0.05,0.10,0.15,0.10,-0.85,-89.47%,44,929,0.05,68.21%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3420.00P,$SPX,"3,420.00",-19.24%,0.05,0.10,0.15,0.10,-0.85,-89.47%,50,"3,278",0.02,67.78%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3425.00P,$SPX,"3,425.00",-19.12%,0.05,0.10,0.15,0.10,0.00,unch,220,"6,756",0.03,67.35%,Put,4,06/18/21,"11:23 ET",12.18%,7.33%
$SPX|20210618|3430.00P,$SPX,"3,430.00",-19.00%,0.05,0.10,0.15,0.15,-0.85,-85.00%,43,888,0.05,66.92%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3435.00P,$SPX,"3,435.00",-18.88%,0.05,0.10,0.15,0.15,-0.85,-85.00%,44,156,0.28,66.49%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3440.00P,$SPX,"3,440.00",-18.77%,0.05,0.10,0.15,0.25,-0.20,-44.44%,26,626,0.04,66.07%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3445.00P,$SPX,"3,445.00",-18.65%,0.05,0.10,0.15,0.15,-0.85,-85.00%,43,270,0.16,65.64%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3450.00P,$SPX,"3,450.00",-18.53%,0.05,0.10,0.15,0.10,-0.15,-60.00%,283,"13,277",0.02,65.21%,Put,4,06/18/21,"10:03 ET",12.18%,7.33%
$SPX|20210618|3455.00P,$SPX,"3,455.00",-18.41%,0.10,0.13,0.15,0.15,-0.17,-53.13%,27,404,0.07,66.07%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3460.00P,$SPX,"3,460.00",-18.29%,0.10,0.13,0.15,0.15,-0.90,-85.71%,30,877,0.03,65.64%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3465.00P,$SPX,"3,465.00",-18.18%,0.10,0.15,0.20,0.25,-0.85,-77.27%,31,349,0.09,66.29%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3470.00P,$SPX,"3,470.00",-18.06%,0.10,0.13,0.15,0.10,-0.15,-60.00%,3,"1,342",0.00,63.51%,Put,4,06/18/21,"12:37 ET",12.18%,7.33%
$SPX|20210618|3475.00P,$SPX,"3,475.00",-17.94%,0.10,0.13,0.15,0.30,-0.05,-14.29%,27,"4,590",0.01,64.34%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3480.00P,$SPX,"3,480.00",-17.82%,0.10,0.15,0.20,0.20,-0.35,-63.64%,42,"1,190",0.04,64.97%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3485.00P,$SPX,"3,485.00",-17.70%,0.10,0.15,0.20,0.20,-0.95,-82.61%,42,318,0.13,64.54%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3490.00P,$SPX,"3,490.00",-17.58%,0.10,0.15,0.20,0.20,-0.95,-82.61%,42,652,0.06,64.10%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3495.00P,$SPX,"3,495.00",-17.47%,0.10,0.15,0.20,0.15,-0.15,-50.00%,1,714,0.00,63.67%,Put,4,06/18/21,"09:38 ET",12.18%,7.33%
$SPX|20210618|3500.00P,$SPX,"3,500.00",-17.35%,0.10,0.13,0.15,0.15,-0.05,-25.00%,105,"29,682",0.00,63.23%,Put,4,06/18/21,"11:49 ET",12.18%,7.33%
$SPX|20210618|3505.00P,$SPX,"3,505.00",-17.23%,0.10,0.15,0.20,0.20,-0.20,-50.00%,86,530,0.16,62.80%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3510.00P,$SPX,"3,510.00",-17.11%,0.10,0.15,0.20,0.20,-0.30,-60.00%,42,966,0.04,62.36%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3515.00P,$SPX,"3,515.00",-16.99%,0.10,0.15,0.20,0.25,-0.10,-28.57%,83,779,0.11,61.93%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3520.00P,$SPX,"3,520.00",-16.88%,0.10,0.15,0.20,0.25,-0.40,-61.54%,58,367,0.16,61.49%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3525.00P,$SPX,"3,525.00",-16.76%,0.10,0.15,0.20,0.20,-0.25,-55.56%,77,"6,564",0.01,61.06%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3530.00P,$SPX,"3,530.00",-16.64%,0.15,0.18,0.20,0.25,-0.32,-56.14%,476,"1,975",0.24,61.51%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3535.00P,$SPX,"3,535.00",-16.52%,0.15,0.20,0.25,0.25,-1.05,-80.77%,41,300,0.14,61.86%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3540.00P,$SPX,"3,540.00",-16.40%,0.15,0.18,0.20,0.25,-1.05,-80.77%,65,"3,971",0.02,60.64%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3545.00P,$SPX,"3,545.00",-16.29%,0.15,0.20,0.25,0.25,-1.10,-81.48%,39,764,0.05,60.98%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3550.00P,$SPX,"3,550.00",-16.17%,0.15,0.20,0.25,0.20,-0.05,-20.00%,5,"20,234",0.00,60.54%,Put,4,06/18/21,"09:42 ET",12.18%,7.33%
$SPX|20210618|3555.00P,$SPX,"3,555.00",-16.05%,0.15,0.20,0.25,0.30,-0.35,-53.85%,68,922,0.07,60.10%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3560.00P,$SPX,"3,560.00",-15.93%,0.15,0.20,0.25,0.25,-1.15,-82.14%,57,492,0.12,59.65%,Put,4,06/18/21,06/11/21,12.18%,7.33%
